諶	dziŋ
酲	dziŋ
承	dziŋ
成	dziŋ
𧘌	dziŋ
裎	dziŋ
誠	dziŋ
餳	dziŋ
𪟖	dziŋ
壗	dziŋ
郕	dziŋ
陳	dziŋ
蔯	dziŋ
塍	dziŋ
塵	dziŋ
乘	dziŋ
澄	dziŋ
懲	dziŋ
阱	dziŋ
陣	dziŋ
賸	dziŋ
鄭	dziŋ
窚	dziŋ
徎	dziŋ
贐	dziŋ
燼	dziŋ
珹	dziŋ
悜	dziŋ
嵊	dziŋ
儘	dziŋ
綢	dziu
就	dziu
囚	dziu
酬	dziu
犨	dziu
紬	dziu
裯	dziu
惆	dziu
稠	dziu
儔	dziu
疇	dziu
籌	dziu
讎	dziu
躊	dziu
紂	dziu
鷲	dziu
岫	dziu
宙	dziu
胄	dziu
酎	dziu
伷	dziu
䛆	dziu
譸	dziu
柚	dziu
䩜	dziu
𩋰	dziu
䈙	dziu
蝤	dziu
族	dzoʔ
俗	dzoʔ
昨	dzoʔ
怍	dzoʔ
柞	dzoʔ
酢	dzoʔ
續	dzoʔ
藚	dzoʔ
鑿	dzoʔ
從	dzoŋ
戎	dzoŋ
叢	dzoŋ
崇	dzoŋ
誦	dzoŋ
頌	dzoŋ
訟	dzoŋ
茸	dzoŋ
氄	dzoŋ
冗	dzoŋ
𥬪	dzoŋ
茙	dzoŋ
䇯	dzoŋ
駥	dzoŋ
搑	dzoŋ
榵	dzoŋ
茶	dzɔ
査	dzɔ
槎	dzɔ
乍	dzɔ
痄	dzɔ
垞	dzɔ
溠	dzɔ
鮓	dzɔ
泎	dzɔ
齚	dzɔ
蜡	dzɔ
𨃓	dzɔ
揸	dzɔ
侘	dzɔ
藏	dzɔŋ
臟	dzɔŋ
牀	dzɔŋ
疒	dzɔŋ
助	dzu
鋤	dzu
徂	dzu
雛	dzu
殂	dzu
齟	dzu
阼	dzu
胙	dzu
祚	dzu
䅳	dzu
揞	e
阨	əʔ
呃	əʔ
扼	əʔ
扼	əʔ
軛	əʔ
謁	əʔ
暍	əʔ
遏	əʔ
頞	əʔ
厄	əʔ
合	ɦəʔ
盒	ɦəʔ
曷	ɦəʔ
褐	ɦəʔ
轄	ɦəʔ
盍	ɦəʔ
嗑	ɦəʔ
榼	ɦəʔ
𧛾	ɦəʔ
核	ɦəʔ
闔	ɦəʔ
害	ɦəʔ
暗	ẽ
安	ẽ
鞍	ẽ
菴	ẽ
諳	ẽ
闇	ẽ
黯	ẽ
按	ẽ
案	ẽ
堷	ẽ
盫	ẽ
汗	ɦẽ
含	ɦẽ
涵	ɦẽ
頇	ɦẽ
寒	ɦẽ
翰	ɦẽ
韓	ɦẽ
旱	ɦẽ
菡	ɦẽ
頷	ɦẽ
悍	ɦẽ
釬	ɦẽ
瀚	ɦẽ
捍	ɦẽ
馯	ɦẽ
𢃗	ɦẽ
哻	ɦẽ
恩	əŋ
恆	ɦəŋ
衡	ɦəŋ
痕	ɦəŋ
恨	ɦəŋ
珩	ɦəŋ
蘅	ɦəŋ
莖	ɦəŋ
桁	ɦəŋ
嘔	œy
歐	œy
鷗	œy
甌	œy
傴	œy
漚	œy
毆	œy
謳	œy
饇	œy
䁱	œy
瞘	œy
後	ɦœy
侯	ɦœy
候	ɦœy
猴	ɦœy
喉	ɦœy
厚	ɦœy
后	ɦœy
餱	ɦœy
篌	ɦœy
逅	ɦœy
堠	ɦœy
鯸	ɦœy
法	faʔ
發	faʔ
髮	faʔ
𠵽	faʔ
反	fɛ̃
番	fɛ̃
繙	fɛ̃
翻	fɛ̃
旙	fɛ̃
幡	fɛ̃
返	fɛ̃
販	fɛ̃
汎	fɛ̃
氾	fɛ̃
拚	fɛ̃
飯	fɛ̃
㤆	fɛ̃
弗	fəʔ
勿	fəʔ
咈	fəʔ
拂	fəʔ
艴	fəʔ
怫	fəʔ
彿	fəʔ
茀	fəʔ
紼	fəʔ
袚	fəʔ
黻	fəʔ
綍	fəʔ
芾	fəʔ
㵒	fəʔ
蛂	fəʔ
𩎛	fəʔ
炥	fəʔ
帗	fəʔ
𢂀	fəʔ
分	fəŋ
氛	fəŋ
馚	fəŋ
吩	fəŋ
粉	fəŋ
奮	fəŋ
糞	fəŋ
紛	fəŋ
棻	fəŋ
僨	fəŋ
芬	fəŋ
𦐈	fəŋ
衯	fəŋ
否	fœy
不	fœy
非	fi
霏	fi
妃	fi
飛	fi
腓	fi
匪	fi
菲	fi
棐	fi
榧	fi
翡	fi
費	fi
廢	fi
肺	fi
扉	fi
緋	fi
剕	fi
悱	fi
斐	fi
篚	fi
誹	fi
芾	fi
沸	fi
䉬	fi
𣏕	fi
癈	fi
啡	fi
福	foʔ
幅	foʔ
蝠	foʔ
輻	foʔ
腹	foʔ
馥	foʔ
覆	foʔ
複	foʔ
蝮	foʔ
葍	foʔ
輹	foʔ
㠅	foʔ
𥷱	foʔ
風	foŋ
封	foŋ
豐	foŋ
峯	foŋ
楓	foŋ
蜂	foŋ
瘋	foŋ
烽	foŋ
葑	foŋ
俸	foŋ
諷	foŋ
丰	foŋ
鋒	foŋ
賵	foŋ
莑	foŋ
唪	foŋ
方	fɔŋ
妨	fɔŋ
芳	fɔŋ
坊	fɔŋ
訪	fɔŋ
彷	fɔŋ
紡	fɔŋ
舫	fɔŋ
放	fɔŋ
匚	fɔŋ
鈁	fɔŋ
枋	fɔŋ
昉	fɔŋ
倣	fɔŋ
富	fu
夫	fu
敷	fu
膚	fu
孚	fu
俯	fu
腑	fu
釜	fu
甫	fu
脯	fu
黼	fu
斧	fu
府	fu
撫	fu
付	fu
咐	fu
傅	fu
副	fu
賦	fu
鈇	fu
痡	fu
殕	fu
赴	fu
訃	fu
俘	fu
桴	fu
莩	fu
捬	fu
簠	fu
弣	fu
仆	fu
怤	fu
郛	fu
砆	fu
父	fu
莆	fu
荴	fu
䪔	fu
䯙	fu
憮	fu
𥹃	fu
戤	ɡɛ
軋	ɡaʔ
㽘	ɡaŋ
峧	ɡɑu
搿	ɡəʔ
